sumo deadlift with chains,Upper Legs,Hamstrings,Powerlifting,Intermediate,Barbell,2
superman,Back,,Stretching,Intermediate,Body,1 or 3
supine chest throw,Arms,Triceps,Plyometrics,Beginner,Medicine Ball,2
supine one-arm overhead throw,Abs,,Plyometrics,Intermediate,Medicine Ball,2
supine two-arm overhead throw,Abs,,Plyometrics,Intermediate,Medicine Ball,2
suspended push-up,Chest,,Strength,Intermediate,Other,1
suspended reverse crunch,Abs,,Strength,Intermediate,Other,1
suspended row,Back,,Strength,Intermediate,Other,1
suspended split squat,Upper Legs,Quadriceps,Strength,Intermediate,Other,1
t-bar row with handle,Back,,Strength,Intermediate,Other,2
tate press,Arms,Triceps,Strength,Intermediate,Dumbbell,2
the straddle,Upper Legs,Hamstrings,Stretching,Intermediate,Body,1 or 3
thigh abductor machine,Upper Legs,Abductors,Strength,Intermediate,Machine,2
thigh adductor machine,Upper Legs,Adductors,Strength,Intermediate,Machine,2
tyre flip,Upper Legs,Quadriceps,Strongman,Intermediate,Other,5
toe touchers,Abs,,Stretching,Intermediate,Body,1 or 3
torso rotation,Abs,,Stretching,Beginner,Exercise ball,1 or 3
trail running,Cardio,,Cardio,Intermediate,Body,4
trap bar deadlift,Upper Legs,Quadriceps,Strength,Intermediate,Other,2
tricep dumbbell kickback,Arms,Triceps,Strength,Intermediate,Dumbbell,2
tricep side stretch,Arms,Triceps,Stretching,Intermediate,Body,1 or 3
triceps overhead extension with rope,Arms,Triceps,Strength,Intermediate,Cable,2
triceps pushdown,Arms,Triceps,Strength,Intermediate,Cable,2
triceps pushdown - rope attachment,Arms,Triceps,Strength,Intermediate,Cable,2
triceps pushdown - v-bar attachment,Arms,Triceps,Strength,Intermediate,Cable,2
triceps stretch,Arms,Triceps,Stretching,Beginner,Body,1 or 3
tuck crunch,Abs,,Strength,Intermediate,Body,1
two-arm dumbbell preacher curl,Arms,Biceps,Strength,Intermediate,Dumbbell,2
two-arm kettlebell clean,Shoulders,,Strength,Beginner,Kettlebells,2
two-arm kettlebell jerk,Shoulders,,Strength,Beginner,Kettlebells,2
two-arm kettlebell military press,Shoulders,,Strength,Beginner,Kettlebells,2
two-arm kettlebell row,Back,,Strength,Beginner,Kettlebells,2
underhand cable pulldowns,Back,Lats,Strength,Intermediate,Machine,2
upper back stretch,Back,,Stretching,Beginner,Body,1 or 3
upper back-leg grab,Upper Legs,Hamstrings,Stretching,Beginner,Body,1 or 3
upright barbell row,Shoulders,,Strength,Intermediate,Barbell,2
upright cable row,Shoulders,Traps,Strength,Intermediate,Cable,2
upright row with bands,Shoulders,Traps,Strength,Beginner,Bands,1
upward stretch,Shoulders,,Stretching,Beginner,Body,1 or 3
v-bar pulldown,Back,Lats,Strength,Intermediate,Cable,2
v-bar pull-up,Back,Lats,Strength,Intermediate,Body,2
vertical swing,Upper Legs,Hamstrings,Plyometrics,Beginner,Dumbbell,2
walking on treadmill,Cardio,,Cardio,Beginner,Machine,4
weighted ball hyperextension,Back,,Strength,Beginner,Exercise ball,1
weighted ball side bend,Abs,,Strength,Beginner,Exercise ball,1
weighted bench dip,Arms,Triceps,Strength,Intermediate,Other,2
weighted crunches,Abs,,Strength,Intermediate,Other,2
weighted jump squat,Upper Legs,Quadriceps,Strength,Intermediate,Barbell,2
weighted pull-ups,Back,Lats,Strength,Expert,Other,2
weighted sissy squat,Upper Legs,Quadriceps,Strength,Intermediate,Other,2
weighted sit-ups,Abs,,Strength,Intermediate,Other,2
weighted squat,Upper Legs,Quadriceps,Strength,Intermediate,Other,2
wide stance barbell squat,Upper Legs,Quadriceps,Strength,Intermediate,Barbell,2
wide stance stiff legs,Upper Legs,Hamstrings,Strength,Intermediate,Barbell,2
wide-grip barbell bench press,Chest,,Strength,Beginner,Barbell,2
wide-grip decline barbell bench press,Chest,,Strength,Intermediate,Barbell,2
wide-grip decline barbell pullover,Chest,,Strength,Intermediate,Barbell,2
wide-grip lat pulldown,Back,Lats,Strength,Intermediate,Cable,2
wide-grip pulldown behind the neck,Back,Lats,Strength,Intermediate,Cable,2
wide-grip rear pull-up,Back,Lats,Strength,Intermediate,Body,2
wide-grip standing barbell curl,Arms,Biceps,Strength,Beginner,Barbell,2
wind sprints,Abs,,Strength,Intermediate,Body,2
windmills,Upper Legs,Abductors,Stretching,Intermediate,Body,1 or 3
world's greatest stretch,Upper Legs,Hamstrings,Stretching,Intermediate,Body,1 or 3
wrist circles,Arms,Forearms,Stretching,Beginner,Body,1 or 3
wrist roller,Arms,Forearms,Strength,Beginner,Other,2 or 3
straight bar wrist rotations,Arms,Forearms,Strength,Intermediate,Other,2 or 3
yoke walk,Upper Legs,Quadriceps,Strongman,Intermediate,Other,5
zercher squats,Upper Legs,Quadriceps,Strength,Intermediate,Barbell,2
zottman curl,Arms,Biceps,Strength,Intermediate,Dumbbell,2
zottman preacher curl biceps,Arms,Biceps,Strength,Intermediate,Dumbbell,2
